0.20	0.77	1.96	1.71	7.83	1.58	4.00	9.66	6.00	5.00	4.00	5.00	12.00	2.00	4.00	0.00
-0.84	0.03	1.15	0.75	6.95	1.93	0.18	5.82	6.00	6.00	5.00	5.00	8.00	6.00	1.00	0.00
-0.99	-0.67	2.24	3.87	9.75	0.25	-2.45	12.66	3.00	5.00	5.00	5.00	7.00	6.00	4.00	1.00
0.81	-0.87	2.20	3.93	12.75	1.97	-3.57	11.80	4.00	3.00	2.00	5.00	10.00	5.00	6.00	1.00
-0.51	0.91	3.16	0.91	5.22	1.50	2.82	15.59	3.00	3.00	5.00	5.00	10.00	3.00	5.00	1.00
-0.22	-0.02	3.48	3.86	4.12	0.16	-0.07	17.66	1.00	3.00	3.00	5.00	5.00	6.00	1.00	1.00
0.11	-0.27	2.11	3.04	7.42	1.89	-0.94	10.82	3.00	3.00	4.00	5.00	7.00	4.00	2.00	1.00
-0.35	-0.98	2.19	1.79	8.05	0.11	-2.65	4.85	3.00	1.00	5.00	2.00	7.00	6.00	3.00	1.00
0.39	-0.94	1.47	2.21	9.03	1.75	-4.28	1.93	5.00	5.00	5.00	2.00	8.00	3.00	3.00	1.00
0.92	0.60	1.78	0.29	7.31	0.87	3.77	9.33	6.00	4.00	2.00	5.00	11.00	6.00	4.00	0.00
0.35	-0.37	3.16	2.89	5.50	1.79	-0.37	16.46	1.00	1.00	3.00	5.00	5.00	5.00	2.00	1.00
-0.12	0.95	3.81	2.24	6.57	0.23	2.67	18.63	3.00	6.00	2.00	5.00	12.00	6.00	6.00	1.00
-0.54	0.98	1.43	3.76	6.06	1.02	6.35	3.40	6.00	3.00	2.00	2.00	10.00	4.00	3.00	0.00
0.40	-0.06	2.39	3.09	5.07	0.89	-0.60	8.90	2.00	3.00	1.00	4.00	6.00	3.00	1.00	0.00
-0.05	-1.00	1.76	3.55	13.24	0.29	-5.25	8.70	5.00	6.00	2.00	5.00	10.00	6.00	6.00	1.00
0.39	-0.31	1.78	1.01	7.43	0.39	-1.61	3.80	4.00	1.00	3.00	2.00	8.00	3.00	2.00	1.00
-0.59	-0.34	2.16	1.14	8.42	1.45	-0.74	10.36	3.00	1.00	2.00	5.00	7.00	1.00	3.00	1.00
0.45	-0.67	2.27	0.30	12.10	1.88	-2.91	11.24	4.00	5.00	2.00	5.00	10.00	6.00	5.00	1.00
-0.43	0.62	2.28	0.21	4.17	1.24	2.05	7.17	3.00	1.00	4.00	3.00	8.00	6.00	3.00	0.00
0.69	-0.51	1.41	3.21	9.53	0.63	-1.89	7.85	5.00	6.00	3.00	5.00	8.00	4.00	3.00	1.00
-0.64	-0.51	1.38	3.32	6.27	1.37	-2.33	1.58	4.00	1.00	3.00	1.00	7.00	6.00	1.00	0.00
-0.43	0.17	3.71	2.70	3.33	0.63	0.32	18.53	1.00	3.00	5.00	5.00	5.00	3.00	2.00	1.00
0.18	0.16	1.74	1.92	5.82	0.37	0.51	8.62	4.00	5.00	5.00	5.00	8.00	4.00	2.00	0.00
0.93	-0.30	2.33	2.18	7.48	1.44	-0.77	7.27	3.00	5.00	5.00	3.00	8.00	5.00	2.00	1.00
-0.68	0.26	1.63	1.26	6.53	1.99	1.28	8.55	5.00	5.00	5.00	5.00	9.00	5.00	3.00	0.00
0.55	-0.28	0.84	3.39	5.70	1.22	-1.52	0.89	6.00	1.00	5.00	1.00	6.00	5.00	1.00	0.00
0.80	-0.72	2.53	0.06	9.14	0.41	-2.11	7.75	3.00	5.00	2.00	3.00	9.00	2.00	3.00	1.00
-0.30	0.99	2.85	0.50	-2.33	0.90	1.55	15.00	1.00	1.00	3.00	5.00	3.00	6.00	6.00	1.00
-0.43	0.06	2.08	3.23	5.39	0.23	0.33	3.61	3.00	6.00	5.00	2.00	8.00	1.00	1.00	0.00
-0.63	-0.04	1.01	0.00	4.94	0.04	0.12	2.00	5.00	6.00	3.00	1.00	6.00	4.00	1.00	0.00
0.35	0.59	1.87	3.94	4.81	1.62	1.95	1.17	3.00	3.00	4.00	1.00	7.00	6.00	2.00	0.00
-0.95	0.47	1.31	0.86	5.02	1.04	2.58	4.24	5.00	5.00	5.00	3.00	8.00	5.00	2.00	0.00
-0.12	0.42	1.31	3.37	5.17	0.97	2.07	3.79	5.00	2.00	5.00	3.00	8.00	6.00	2.00	0.00
-0.05	-0.07	1.79	3.98	6.02	0.32	0.16	4.97	3.00	3.00	4.00	3.00	6.00	5.00	1.00	0.00
0.08	-0.80	2.74	2.30	12.53	1.23	-1.98	14.22	3.00	2.00	5.00	5.00	9.00	6.00	5.00	1.00
0.16	0.94	1.47	1.01	6.55	0.63	4.54	1.70	5.00	5.00	4.00	1.00	8.00	5.00	3.00	0.00
-0.92	-0.46	1.55	2.70	10.38	0.29	-2.54	6.22	5.00	6.00	3.00	4.00	8.00	6.00	3.00	1.00
-0.10	-0.95	2.16	0.74	10.39	0.89	-2.74	7.27	3.00	5.00	5.00	4.00	8.00	3.00	5.00	1.00
0.03	0.09	1.18	3.34	6.36	1.33	0.70	5.91	6.00	1.00	5.00	5.00	8.00	3.00	1.00	0.00
-0.61	0.12	1.48	0.63	8.58	0.54	1.11	7.01	6.00	6.00	1.00	5.00	10.00	1.00	2.00	0.00
-0.41	-0.29	2.01	3.11	7.96	1.19	-1.35	9.04	3.00	5.00	2.00	4.00	7.00	3.00	2.00	1.00
-0.77	0.96	3.16	3.45	4.66	1.56	3.50	15.93	3.00	2.00	3.00	5.00	10.00	3.00	6.00	1.00
0.84	0.18	1.66	0.29	3.92	1.95	0.40	1.79	3.00	3.00	5.00	1.00	6.00	1.00	1.00	0.00
0.62	0.37	2.17	3.23	4.64	1.97	0.88	11.16	3.00	6.00	3.00	5.00	8.00	3.00	3.00	1.00
0.26	-0.29	1.37	1.92	9.96	0.92	-1.84	7.18	6.00	6.00	3.00	5.00	9.00	2.00	3.00	1.00
-0.85	-0.53	2.29	0.81	9.30	0.88	-2.09	8.77	3.00	5.00	3.00	4.00	8.00	3.00	3.00	1.00
0.00	-0.90	2.37	0.77	10.06	1.04	-2.64	7.25	3.00	3.00	5.00	3.00	8.00	2.00	4.00	1.00
-0.85	-0.95	1.95	3.54	12.90	0.26	-3.58	9.04	4.00	5.00	4.00	5.00	9.00	3.00	6.00	1.00
-0.26	0.04	1.94	3.99	5.06	1.61	-0.56	6.17	3.00	3.00	5.00	3.00	7.00	6.00	1.00	0.00
-0.61	-0.12	1.39	2.30	8.51	0.38	-0.58	7.04	6.00	5.00	5.00	5.00	9.00	5.00	2.00	0.00
0.70	-0.98	2.07	2.32	8.10	0.67	-2.51	3.75	3.00	6.00	2.00	2.00	7.00	5.00	3.00	1.00
0.68	0.44	2.34	0.56	5.03	0.85	1.25	10.06	3.00	3.00	2.00	4.00	8.00	6.00	2.00	0.00
0.28	0.05	3.09	1.74	6.06	1.56	-0.19	15.37	2.00	3.00	4.00	5.00	7.00	3.00	1.00	0.00
-0.91	0.50	1.13	2.08	5.47	1.21	2.24	2.51	5.00	5.00	5.00	2.00	7.00	4.00	2.00	0.00
-0.98	-0.78	2.35	0.26	11.74	1.57	-2.47	11.32	3.00	5.00	4.00	5.00	8.00	2.00	5.00	1.00
0.43	-0.67	1.17	0.63	6.84	0.42	-3.17	2.12	5.00	3.00	5.00	2.00	7.00	5.00	2.00	1.00
-0.01	0.20	2.31	0.27	6.12	1.72	0.53	9.49	3.00	3.00	5.00	4.00	9.00	3.00	2.00	0.00
-0.37	0.31	2.59	2.22	4.42	0.25	0.72	7.15	2.00	6.00	5.00	3.00	6.00	4.00	1.00	0.00
-0.87	0.86	1.99	2.89	6.07	1.57	3.77	8.37	5.00	5.00	5.00	4.00	11.00	6.00	5.00	0.00
-0.95	-0.60	2.19	0.63	8.65	1.35	-1.85	6.12	3.00	4.00	4.00	3.00	7.00	5.00	3.00	1.00
-0.49	0.97	1.88	0.75	6.39	1.68	4.99	10.05	6.00	5.00	3.00	5.00	12.00	5.00	6.00	0.00
-0.25	0.08	2.20	1.77	6.44	1.24	0.69	10.94	3.00	3.00	2.00	5.00	8.00	6.00	1.00	0.00
0.93	-0.47	1.33	1.85	6.82	1.30	-1.95	4.09	4.00	2.00	2.00	3.00	7.00	5.00	2.00	1.00
0.03	-0.87	1.84	0.91	14.11	1.01	-4.13	8.93	5.00	4.00	2.00	5.00	10.00	4.00	5.00	1.00
-0.39	-0.09	1.95	3.73	6.25	1.50	0.22	3.93	3.00	3.00	5.00	2.00	6.00	1.00	1.00	0.00
0.92	0.43	2.67	3.16	6.12	1.91	1.47	12.69	3.00	5.00	3.00	5.00	9.00	6.00	3.00	0.00
0.70	-0.38	2.98	3.34	6.61	0.52	-0.54	3.37	2.00	5.00	4.00	1.00	7.00	1.00	1.00	0.00
-0.42	-0.18	3.98	2.09	6.05	0.33	0.78	19.35	1.00	5.00	4.00	5.00	5.00	4.00	2.00	1.00
-0.84	0.99	1.31	3.18	5.86	0.42	5.62	1.88	6.00	3.00	5.00	2.00	9.00	6.00	3.00	0.00
-0.66	-0.83	2.43	2.55	10.29	1.29	-3.08	8.09	3.00	6.00	5.00	4.00	8.00	6.00	4.00	1.00
-0.02	-0.22	1.29	0.15	6.90	0.58	-1.05	1.29	5.00	5.00	3.00	2.00	7.00	1.00	1.00	0.00
0.98	-0.97	1.59	2.03	13.64	1.16	-5.99	8.60	6.00	5.00	2.00	5.00	10.00	5.00	6.00	1.00
0.72	0.43	1.58	0.06	7.65	0.52	2.29	6.76	6.00	3.00	4.00	4.00	10.00	3.00	3.00	0.00
0.60	-0.45	2.04	3.29	8.59	1.95	-0.93	10.41	3.00	6.00	4.00	5.00	7.00	6.00	3.00	1.00
-0.83	-0.67	1.85	2.56	10.19	0.21	-2.50	8.90	4.00	5.00	5.00	5.00	8.00	6.00	4.00	1.00
0.41	-0.53	1.59	2.22	8.01	0.69	-1.71	5.04	4.00	4.00	3.00	3.00	7.00	3.00	3.00	1.00
-0.85	-0.01	2.08	0.32	5.98	0.10	0.56	10.30	3.00	5.00	5.00	5.00	7.00	3.00	1.00	0.00
0.89	-0.97	2.84	2.41	12.29	0.51	-2.85	12.33	3.00	2.00	5.00	4.00	10.00	3.00	6.00	1.00
-0.38	-0.04	1.17	0.45	6.34	1.13	0.06	1.05	5.00	3.00	5.00	1.00	7.00	4.00	1.00	0.00
-0.83	-0.17	1.91	1.61	5.91	1.18	-0.31	3.18	3.00	6.00	3.00	2.00	6.00	6.00	1.00	0.00
-0.38	0.68	1.80	0.56	7.02	0.24	4.17	9.28	6.00	6.00	5.00	5.00	12.00	6.00	5.00	0.00
-0.82	-0.28	1.52	0.38	4.87	0.71	-1.26	1.57	3.00	5.00	1.00	1.00	6.00	6.00	1.00	0.00
-0.23	0.77	3.54	2.22	3.53	1.75	1.38	17.08	2.00	6.00	1.00	5.00	8.00	6.00	4.00	1.00
-0.57	-0.45	1.69	1.40	10.23	1.07	-2.29	8.40	5.00	3.00	5.00	5.00	10.00	3.00	3.00	1.00
0.30	-0.22	1.53	0.40	8.65	0.70	-1.06	7.99	5.00	5.00	5.00	5.00	9.00	3.00	2.00	0.00
-0.67	-0.59	2.25	0.85	8.20	0.34	-2.08	4.20	3.00	5.00	4.00	2.00	7.00	6.00	2.00	1.00
-0.12	-0.94	2.68	1.09	10.22	1.16	-2.74	8.63	3.00	4.00	4.00	3.00	9.00	5.00	4.00	1.00
0.58	-0.26	2.14	1.40	7.72	0.51	-0.79	8.55	3.00	6.00	5.00	4.00	7.00	6.00	2.00	1.00
-0.30	-0.20	1.38	2.15	8.59	1.12	-1.25	7.56	6.00	5.00	5.00	5.00	10.00	6.00	2.00	0.00
-0.91	-0.19	1.50	2.83	7.24	1.22	-0.45	7.17	4.00	3.00	3.00	5.00	7.00	6.00	2.00	0.00
-0.61	-0.10	1.98	2.84	5.54	1.22	-0.19	6.37	3.00	3.00	3.00	3.00	7.00	2.00	1.00	0.00
-0.59	0.28	1.43	2.32	6.40	1.76	1.91	2.59	5.00	5.00	2.00	2.00	8.00	3.00	2.00	0.00
0.13	0.68	3.23	2.10	5.28	1.64	1.65	6.29	2.00	2.00	5.00	2.00	7.00	6.00	3.00	1.00
-0.02	-0.11	0.96	0.85	5.73	1.44	-0.35	3.68	6.00	1.00	2.00	3.00	7.00	6.00	1.00	0.00
-0.83	0.24	1.60	2.83	7.16	1.29	1.12	7.97	5.00	5.00	3.00	5.00	10.00	1.00	2.00	0.00
